state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
Maharashtra,Thane,Dengue,9,1,15,1,2019,19.1943294,72.9701779,0.0000555,9,304.524
Karnataka,Udupi,Dengue,8,0,11,2,2019,13.3419169,74.7473232,0.004265874878,16,305.06
Maharashtra,Kolhapur,Dengue,7,1,27,2,2019,16.7028412,74.2405329,0.0001514302351,5,312.42
Telangana,Nalgonda,Dengue,59,0,26,2,2019,16.8579636,79.21749353,0.0002344754334,0,312.188
Tamil Nadu,Tirunelveli,Dengue,35,0,26,3,2019,8.7284271,77.7112925,0.02209664155,9,311.208
Karnataka,Chitradurga,Dengue,18,0,15,3,2019,14.2266443,76.4005122,0.0002862262239,5,313.62
Goa,North Goa,Dengue,5,0,27,3,2019,15.60444125,74.00172406,0.0003177100814,22,307.9766666
Karnataka,Raichur,Dengue,7,0,24,4,2019,16.083333,77.166667,0.001452589777,3,322.428
Goa,South Goa,Dengue,17,0,10,4,2019,15.21961365,74.1152813,0.003058369119,23,307.7066666
Kerala,Kozhikode,Dengue,20,0,20,4,2019,11.2450558,75.7754716,0.2989464323,0,0
Karnataka,Chikkamagaluru,Dengue,45,0,2,5,2019,13.5,75.5,0.1701267589,26,304.42
Kerala,Kozhikode,Dengue,23,0,12,4,2019,11.2450558,75.7754716,0.1308184066,0,0
Karnataka,Belagavi,Dengue,7,2,28,5,2019,15.8572666,74.5069343,0.11950825,8,314.2333334
Tamil Nadu,Dharmapuri,Dengue,63,0,3,6,2019,12.09680475,78.19304301,0.4194237724,12,307.65
Kerala,Idukki,Dengue,15,0,18,5,2019,9.8497872,76.9797914,1.130569641,38,300.43
Kerala,Ernakulam,Dengue,36,0,21,5,2019,9.98408,76.2741457,0.4539858576,20,303.21
Karnataka,Chikkamagaluru,Dengue,15,0,21,5,2019,13.5,75.5,0.0525833257,32,304.49
Karnataka,Haveri,Dengue,65,0,31,3,2019,14.7874825,75.3996731,0.04261680977,19,307.188
Maharashtra,Palghar,Dengue,8,0,24,5,2019,19.684661,72.82491116,0.0002743511347,0,314.7533334
Maharashtra,Raigad,Dengue,24,0,20,5,2019,18.4928092,73.13807095,0.0002675690383,9,315.3966666
Tamil Nadu,Dharmapuri,Dengue,52,0,16,6,2019,12.09680475,78.19304301,0.06686690604,11,308.815
Andhra Pradesh,Visakhapatnam,Dengue,14,0,3,6,2019,17.7222517,83.32670984,0.005092893307,9,308.33
Kerala,Kannur,Dengue,20,0,30,4,2019,11.8763836,75.3737973,0,0,306.6
Maharashtra,Sangli,Dengue,12,0,29,5,2019,17.1726928,74.58676543,0.002000857702,6,315.91
Karnataka,Hassan,Dengue,11,0,17,6,2019,13.0070817,76.0992703,0.1456493863,0,301.615
Kerala,Kasaragod,Dengue,19,0,17,6,2019,12.5035577,74.9907022,1.897344269,0,301.5
Kerala,Wayanad,Dengue,17,0,17,6,2019,11.715219,76.12690295,0.5663232926,0,299.532
Jharkhand,East Singhbhum,Dengue,8,0,15,6,2019,22.8092139,86.2091549,0.02637490244,11,307.972
Karnataka,Dakshina Kannada,Dengue,21,0,3,6,2019,12.9324457,74.9813132,0.2751211743,16,304.36
Maharashtra,Kolhapur,Dengue,7,0,15,6,2019,16.7028412,74.2405329,0.3320778241,6,308.01
Maharashtra,Satara,Dengue,6,0,28,6,2019,17.63612885,74.29827808,0.4617648517,2,307.295
Karnataka,Bangalore Rural,Dengue,27,0,26,6,2019,13.0010872,77.3361225,0.3778528099,0,306.38
Maharashtra,Raigad,Dengue,15,0,26,6,2019,18.4928092,73.13807095,0.4788856141,0,305.8066666
Arunachal Pradesh,East Siang,Dengue,15,0,3,6,2019,28.3,95.15,0.7817187043,44,297.2733334
Kerala,Ernakulam,Dengue,30,0,1,5,2019,9.98408,76.2741457,0.3952323391,0,303.46
Karnataka,Haveri,Dengue,33,0,18,6,2019,14.7874825,75.3996731,0.4827226115,0,298.48
Karnataka,Bengaluru,Dengue,13,0,2,7,2019,12.9767936,77.590082,0.07216526129,5,306.76
Andhra Pradesh,Kadapa,Dengue,6,0,1,7,2019,14.4752936,78.8216861,0.2835273569,3,313.94
Tamil Nadu,Erode,Dengue,19,0,5,7,2019,11.3692044,77.67662687,0.06368053727,8,309.905
Kerala,Ernakulam,Dengue,24,0,23,6,2019,9.98408,76.2741457,1.353752104,13,302.1
Maharashtra,Thane,Dengue,5,1,1,7,2019,19.1943294,72.9701779,2.685362899,5,307.59
Telangana,Wanaparthy,Dengue,19,0,2,7,2019,16.2852944,77.98644727,0.4771254742,3,308.82
Karnataka,Bangalore Rural,Dengue And Chikungunya,28,0,2,7,2019,13.0010872,77.3361225,0.08700888881,6,308.27
Karnataka,Davanagere,Dengue,32,0,16,7,2019,14.4661266,75.9206361,0.4822923075,6,302.46
Maharashtra,Satara,Dengue,28,0,3,6,2019,17.63612885,74.29827808,0.0004985160964,3,317.0733334
Maharashtra,Thane,Suspected Dengue,5,1,28,6,2019,19.1943294,72.9701779,0.7510082657,5,309.26
Karnataka,Mandya,Dengue,19,0,22,7,2019,12.5238888,76.8961961,0.5058077133,4,307.32
Karnataka,Raichur,Dengue,4,0,22,7,2019,16.083333,77.166667,0.2706563897,3,310.54
Karnataka,Chikkaballapur,Dengue,17,0,10,7,2019,13.6102243,77.5127721,0.1238350468,5,304.82
Karnataka,Chikkaballapur,Dengue,8,0,27,7,2019,13.6102243,77.5127721,0.7067363654,0,0
Karnataka,Dharwad,Dengue,10,0,30,7,2019,15.4540505,75.0066516,0.4887762571,2,0
Karnataka,Chikkaballapur,Dengue,28,0,24,7,2019,13.6102243,77.5127721,0.9001212425,6,303.28
Puducherry,Mahe,Dengue,4,0,29,6,2019,11.7021978,75.5364701,0.8563175475,19,300.71
Arunachal Pradesh,East Siang,Dengue,158,0,22,6,2019,28.3,95.15,1.698544596,13,287.64
Karnataka,Tumkur,Dengue,14,0,6,8,2019,13.3400771,77.1006208,0.2077299896,3,306.34
Uttar Pradesh,Bareilly,Dengue,16,0,2,8,2019,28.416667,79.383333,0.4327190655,9,304.08
West Bengal,Nadia,Dengue,27,0,9,8,2019,23.48454125,88.55676307,0.6856440832,9,301.33
Manipur,Imphal East,Dengue,29,0,29,7,2019,24.85154025,94.00947958,0.7593519637,18,299.1
Arunachal Pradesh,East Siang,Dengue,168,0,3,6,2019,28.3,95.15,0.7817187043,44,297.2733334
West Bengal,Murshidabad,Dengue,17,0,16,8,2019,24.1745993,88.2721335,0.7416281037,8,304.38
Arunachal Pradesh,East Siang,Dengue,158,0,22,6,2019,28.3,95.15,1.698544596,13,287.64
Karnataka,Chikkaballapur,Dengue,40,1,16,8,2019,13.6102243,77.5127721,0.3247203936,7,302.56
Kerala,Ernakulam,Dengue,15,0,19,8,2019,9.98408,76.2741457,1.541419047,6,298.74
Maharashtra,Kolhapur,Dengue,2,1,18,8,2019,16.7028412,74.2405329,0.1677742586,6,296.84
Telangana,Mahabubnagar,Dengue And Chikungunya,32,0,21,8,2019,16.69656855,77.95911462,0.1482366824,0,304.16
Uttarakhand,Rudraprayag,Dengue,20,0,20,8,2019,30.3009965,79.06287965,2.366893812,0,280.18
Maharashtra,Satara,Dengue,15,0,10,8,2019,17.63612885,74.29827808,2.153167766,3,0
West Bengal,Purba Medinipur,Dengue,428,0,12,8,2019,22.06217445,87.83672383,0.6876565804,0,304.09
West Bengal,Murshidabad,Dengue,480,0,16,8,2019,24.1745993,88.2721335,0.7416281037,8,304.38
Maharashtra,Ahmednagar,Dengue,40,0,26,8,2019,19.1627725,74.8580243,0.1011150584,8,309.1333334
Maharashtra,Kolhapur,Dengue,5,1,25,8,2019,16.7028412,74.2405329,0.2611705563,11,304.0933334
Maharashtra,Nagpur,Dengue,23,1,28,8,2019,21.1498134,79.0820556,1.381845331,0,0
Tamil Nadu,Virudhunagar- Sivakasi,Dengue,14,0,30,8,2019,9.4477045,77.8000434,0.2505011478,4,317.42
Assam,Sonitpur (Tezpur),Dengue,8,0,12,7,2019,26.6265106,92.8002917,4.013340576,0,0
Bihar,Muzaffarpur,Dengue,10,0,22,7,2019,26.1486581,85.34001282,0.4255024977,4,305.92
Karnataka,Belagavi,Dengue,14,0,12,8,2019,15.8572666,74.5069343,2.487819,0,294.96
Karnataka,Haveri,Dengue,63,0,8,7,2019,14.7874825,75.3996731,0.9761882572,4,299.41
Karnataka,Tumkur,Suspected Dengue,21,1,17,8,2019,13.3400771,77.1006208,0.4290358555,8,0
Maharashtra,Ahmednagar,Dengue,32,0,20,8,2019,19.1627725,74.8580243,0.1791402896,0,309.24
Maharashtra,Palghar,Dengue,143,0,11,8,2019,19.684661,72.82491116,2.091814934,1,0
Telangana,Mahaboobnagar,Dengue,32,0,21,8,2019,17.720535,79.627202,0.4098800068,0,303.2133334
West Bengal,Purba Medinipur,Dengue,464,0,12,8,2019,22.06217445,87.83672383,0.6876565804,0,304.09
Puducherry,Puducherry,Dengue,32,0,2,9,2019,11.9340568,79.8306447,0.1442798032,13,309.95
Chhattisgarh,Bastar,Dengue,74,0,7,8,2019,19.11912825,81.82918649,1.938439867,6,0
Maharashtra,Satara,Dengue,6,0,30,7,2019,17.63612885,74.29827808,0.4156390387,2,0
Maharashtra,Thane,Dengue,61,4,20,7,2019,19.1943294,72.9701779,0.3855972868,0,300.315
Maharashtra,Thane,Dengue,4,1,16,8,2019,19.1943294,72.9701779,1.141720103,9,0
Uttar Pradesh,Jalaun,Dengue,5,0,23,8,2019,26.105546,79.42765265,0.7243944379,16,302.43
Karnataka,Dharwad,Dengue,6,0,9,9,2019,15.4540505,75.0066516,0.9479681131,6,0
Maharashtra,Parbhani,Dengue,32,1,7,9,2019,19.29031365,76.60290343,0.904093517,9,0
Maharashtra,Sindhudurg,Dengue,8,0,5,9,2019,16.1357193,73.6522086,2.923395664,0,0
Maharashtra,Aurangabad,Dengue,53,1,3,9,2019,19.877263,75.3390241,0.3651017782,8,302.49
Maharashtra,Thane,Dengue,6,1,30,8,2019,19.1943294,72.9701779,0.2849312583,14,300.9666666
Sikkim,South Sikkim,Dengue,92,0,4,9,2019,27.333333,88.416667,1.009580672,24,286.285
Uttarakhand,Nainital,Dengue,492,0,1,8,2019,29.29478295,79.41548094,0.4806696712,22,303.34
Karnataka,Belagavi,Dengue,14,1,11,9,2019,15.8572666,74.5069343,1.391484457,8,299.18
Daman and Diu,Daman and Diu,Dengue,107,2,20,9,2019,20.42000485,72.8637629,0,13,301.75
Tamil Nadu,Pudukottai,Dengue,20,0,16,9,2019,10.3826515,78.8191259,0.8883258545,9,311.5
Maharashtra,Aurangabad,Dengue,67,3,12,9,2019,19.877263,75.3390241,0.5109091696,5,0
Maharashtra,Jalna,Dengue,9,1,6,9,2019,19.91883295,75.87085986,0.8986838949,0,0
Maharashtra,Satara,Dengue,26,0,27,8,2019,17.63612885,74.29827808,0.1166841354,9,305.3333334
Telangana,Sangareddy,Dengue,60,0,4,9,2019,17.86859205,77.82281995,0.9097002637,9,305.46
Telangana,Sangareddy,Dengue,30,0,10,9,2019,17.86859205,77.82281995,0.7769937995,10,295.04
Jharkhand,Bokaro,Dengue,6,0,20,9,2019,23.69912795,85.99106894,0.2884275508,19,303.708
Maharashtra,Ahmednagar,Dengue,20,0,25,9,2019,19.1627725,74.8580243,0.8857704141,15,302
Maharashtra,Kolhapur,Dengue,6,0,25,9,2019,16.7028412,74.2405329,0.5116805797,12,304.465
Maharashtra,Nandurbar,Dengue,26,2,21,9,2019,21.51450155,74.54070115,0.9105038391,0,302.65
Maharashtra,Wardha,Dengue And Chikungunya,12,1,21,9,2019,20.82562315,78.6131455,0.685034212,0,300.1
Tamil Nadu,Tiruvannamalai,Dengue,22,0,21,9,2019,12.22721295,79.07015555,0.4951226494,0,305.37
Jammu and Kashmir,Samba(Jammu and Kashmir),Dengue,15,0,3,9,2019,32.57591175,75.12034456,0.1989624925,23,303.06
Maharashtra,Pune,Dengue,44,0,1,9,2019,18.521428,73.8544541,0.405408928,9,301.895
Maharashtra,Jalgaon,Dengue,42,1,27,9,2019,20.84288265,75.52612464,0.651715475,19,300.54
Maharashtra,Nandurbar,Dengue,26,0,30,9,2019,21.51450155,74.54070115,0.8655847464,0,302.86
Manipur,Imphal East,Dengue,14,0,1,10,2019,24.85154025,94.00947958,0.4664728123,25,297.99
Puducherry,Pondicherry,Dengue,79,1,30,9,2019,11.9340568,79.8306447,0.4218353432,0,302.5466666
Telangana,Sangareddy,Dengue,52,0,30,9,2019,17.86859205,77.82281995,0.4312473259,0,300.85
Uttar Pradesh,Farrukhabad,Dengue,29,0,28,9,2019,27.43719385,79.48912947,0.3975436355,6,286.88
Uttar Pradesh,Saharanpur,Dengue,21,0,1,10,2019,29.9880774,77.50812995,0.5449565275,19,300.49
Chhattisgarh,Sukma,Dengue,54,0,16,9,2019,18.26654225,81.29252341,0.712956887,21,300.34
Jharkhand,Bokaro,Dengue,8,0,4,9,2019,23.69912795,85.99106894,0.4376177307,15,302.97
Maharashtra,Amravati,Dengue And Chikungunya,4,0,25,9,2019,20.9521098,77.7333168,0.809709694,18,302
Maharashtra,Pune,Dengue,82,0,3,8,2019,18.521428,73.8544541,2.497719256,1,0
Jharkhand,Khunti,Dengue,7,0,12,10,2019,23.10018105,85.34545936,0.6411428953,21,297.925
Puducherry,Karaikal,Dengue,78,0,7,10,2019,10.91571,79.8375761,0.07364809594,0,304.364
Jammu and Kashmir,Jammu and Kashmir,Dengue,435,0,2,8,2019,32.7185614,74.8580917,1.982460361,18,296.09
Karnataka,Belagavi,Dengue,3,1,17,9,2019,15.8572666,74.5069343,0.2742639458,11,297.32
Maharashtra,Pune,Dengue,2,0,8,8,2019,18.521428,73.8544541,4.012694379,5,0
Maharashtra,Sangli,Dengue,33,2,13,9,2019,17.1726928,74.58676543,0.3889180934,0,300.15
Bihar,Jehanabad,Dengue,5,0,10,10,2019,25.15247135,85.00687849,0.3217408158,17,300.17
Haryana,Ambala,Dengue,60,2,18,10,2019,30.3843674,76.770421,0.00961377013,12,301.8533334
Kerala,Ernakulam,Dengue,18,0,14,10,2019,9.98408,76.2741457,0.6994130118,31,302.855
Kerala,Ernakulam,Dengue,18,0,14,10,2019,9.98408,76.2741457,0.6994130118,31,302.855
Maharashtra,Ahmednagar,Dengue,27,1,12,10,2019,19.1627725,74.8580243,0.5139457242,16,304.1533334
Tamil Nadu,Perambalur,Dengue,22,0,16,10,2019,11.2287716,78.81825555,0.1930179447,0,307.28
Karnataka,Chikkaballapur,Dengue,24,0,9,10,2019,13.6102243,77.5127721,0.8727942489,15,301.704
Maharashtra,Latur,Dengue,28,0,15,7,2019,18.35159075,76.75542361,0.5098842908,4,309.4
Maharashtra,Latur,Dengue,9,0,3,9,2019,18.35159075,76.75542361,0.6187087164,9,303.2466666
Uttar Pradesh,Muzaffarnagar,Dengue,8,0,23,9,2019,29.44800635,77.74068503,0.5270895123,20,301.356
Jharkhand,Godda,Dengue,25,0,19,10,2019,24.74334305,87.29285062,0.01703408874,14,303.48
Rajasthan,Alwar,Dengue,37,0,25,10,2019,27.5,76.5,0.01078684374,8,304.704
Uttarakhand,Pauri Garhwal,Dengue,8,0,20,10,2019,29.84591115,78.70766746,0.1611135297,34,295.2
Maharashtra,Jalgaon,Dengue,26,1,14,10,2019,20.84288265,75.52612464,0.03167748011,22,304.0966666
Maharashtra,Sholapur,Dengue,10,0,14,10,2019,17.6912883,75.8841635,0.5346480045,12,306.625
Nagaland,Kohima,Dengue,2,0,23,8,2019,25.75,94.166667,0.2519968305,51,297.905
Uttar Pradesh,Fatehpur,Dengue,6,0,30,9,2019,25.8435395,80.91800397,0.9107555011,0,295.27
Bihar,Bhabua,Dengue,3,1,27,10,2019,25.07634815,83.63359776,0.03083031893,16,300.52
Maharashtra,Buldhana,Dengue,98,0,24,10,2019,20.562845,76.40869861,0.831913295,0,301.62
Mizoram,Aizawl East,Dengue,53,0,30,10,2019,23.7435236,92.7382905,0.367086469,56,297.065
Telangana,Sangareddy,Dengue And Chikungunya,34,0,29,10,2019,17.86859205,77.82281995,0.3207304375,16,298.864
Uttar Pradesh,Auraiya,Dengue,209,0,29,10,2019,26.65573395,79.51504701,0.0000152,8,303.85
Bihar,Arwal,Dengue,5,0,15,10,2019,25.18077715,84.65920203,0.03988869053,0,302.568
Bihar,Muzaffarpur,Dengue,67,0,27,6,2019,26.1486581,85.34001282,0.3267005442,7,303.4
Maharashtra,Thane,Dengue,25,0,10,9,2019,19.1943294,72.9701779,2.791678443,2,0
Uttar Pradesh,Farrukhabad,Dengue,12,0,2,11,2019,27.43719385,79.48912947,0.000073,5,304.156
Bihar,Munger,Dengue,7,0,13,9,2019,25.22081165,86.51720367,0.8664437514,0,299.96
Jharkhand,Ranchi,Dengue And Chikungunya,16,0,31,10,2019,23.3700501,85.3250387,0.5888525573,0,299.335
Jharkhand,Saraikela Kharsawan,Dengue,7,0,22,10,2019,22.7464225,85.91689291,0.3197377573,22,301.095
Karnataka,Tumkur,Dengue And Chikungunya,33,0,22,10,2019,13.3400771,77.1006208,0.7204339127,9,300.42
Maharashtra,Pune,Dengue And Chikungunya,4,0,25,10,2019,18.521428,73.8544541,1.0779653,11,294.56
Maharashtra,Sholapur,Dengue,11,1,20,9,2019,17.6912883,75.8841635,0.7313565149,6,310.28
Rajasthan,Alwar,Dengue,60,0,1,11,2019,27.5,76.5,0.00003,0,305.435
Telangana,Sangareddy,Dengue,34,0,29,10,2019,17.86859205,77.82281995,0.3207304375,16,298.864
Uttar Pradesh,Fatehpur,Dengue,6,0,14,10,2019,25.8435395,80.91800397,0.007440193699,15,303.6166666
Uttar Pradesh,Shamli,Dengue,5,0,30,10,2019,29.5008816,77.34838259,0.002175384014,14,298.23
Jharkhand,Godda,Dengue,23,0,12,11,2019,24.74334305,87.29285062,0.01204277216,10,301.5533334
Karnataka,Chitradurga,Dengue,17,1,10,11,2019,14.2266443,76.4005122,0.136642746,13,301.792
Assam,Dibrugarh,Dengue,1,0,24,10,2019,27.4844597,94.9019447,0.3143609,0,299.708
Karnataka,Tumkur,Dengue,15,0,4,11,2019,13.3400771,77.1006208,0.3832108672,16,299.776
Maharashtra,Jalgaon,Dengue,8,1,24,10,2019,20.84288265,75.52612464,0.5594891162,0,305.74
Maharashtra,Kolhapur,Dengue,7,2,19,10,2019,16.7028412,74.2405329,0.4333649695,5,302.93
Tamil Nadu,Madurai,Dengue,40,0,15,11,2019,9.9261153,78.1140983,0.2301249066,11,304.075
Jammu and Kashmir,Doda,Dengue,435,0,2,8,2019,33.1449112,75.5473969,1.27725959,24,289.0266666
Maharashtra,Beed,Dengue,16,0,13,11,2019,18.9918442,75.909784,0.02363257748,11,304.6333334
Jharkhand,Godda,Dengue,23,0,12,11,2019,24.74334305,87.29285062,0.01204277216,10,301.5533334
Karnataka,Chikkaballapur,Dengue,21,0,24,11,2019,13.6102243,77.5127721,0.09835768659,0,301.46
Karnataka,Chikkaballapur,Dengue,25,0,26,11,2019,13.6102243,77.5127721,0.05255176931,10,302.2466666
Delhi,South Delhi,Dengue,12,0,21,10,2019,28.4851694,77.1963652,0.05319440215,6,307.704
Karnataka,Tumkur,Dengue,18,0,4,11,2019,13.3400771,77.1006208,0.3832108672,16,299.776
Chhattisgarh,Raigarh,Dengue,7,0,7,12,2019,22.5,83.5,0.001747171595,15,296.21
Karnataka,Raichur,Dengue,7,0,2,12,2019,16.083333,77.166667,0.1333712912,0,304.072
Tamil Nadu,Tirunelveli,Dengue,14,0,3,12,2019,8.7284271,77.7112925,1.660338535,0,300.49
Karnataka,Tumkur,Dengue,49,1,6,11,2019,13.3400771,77.1006208,0.2064220928,16,300.75
Karnataka,Tumkur,Dengue And Chikungunya,19,0,18,11,2019,13.3400771,77.1006208,0.1112847105,13,300.108
Kerala,Ernakulam,Dengue,17,0,3,11,2019,9.98408,76.2741457,0.8733692722,36,303.4133334
Maharashtra,Palghar,Dengue,16,0,22,11,2019,19.684661,72.82491116,0.0008463301457,16,303.332
Karnataka,Bagalkot,Dengue,27,0,20,11,2019,16.1853166,75.6967919,0.04237069448,12,304.6
Uttar Pradesh,Jalaun,Dengue,15,0,16,10,2019,26.105546,79.42765265,0.001466828363,0,305.3833334
Bihar,Siwan,Dengue,7,0,31,10,2019,26.1310043,84.39125661,0.009403333215,0,297.62
Bihar,Siwan,Dengue,14,0,12,10,2019,26.1310043,84.39125661,0.08369951375,17,301.964
Maharashtra,Chandrapur,Dengue,34,2,7,10,2019,20.0967555,79.50454752,0.1414171169,0,302.1966666
Uttar Pradesh,Fatehpur,Dengue,8,0,18,11,2019,25.8435395,80.91800397,0.0000274,5,301.57
Tamil Nadu,Ariyalur,Dengue,12,0,27,1,2018,11.07603595,79.11745538,0.0003547658254,10,304.928
Maharashtra,Jalna,Dengue,11,0,16,1,2018,19.91883295,75.87085986,0.0004715470776,0,303.7133334
Tamil Nadu,Virudhunagar,Dengue,15,0,18,2,2018,9.5208936,77.8784564,0.001063323669,0,307.91
Tamil Nadu,Tiruvallur,Dengue,17,0,16,2,2018,13.1394221,79.9070839,0.004817441641,9,305.68
Maharashtra,Nashik,Dengue,4,1,21,2,2018,20.0112475,73.7902364,0.0001015017778,6,307.69
Maharashtra,Hingoli,Dengue,17,0,20,3,2018,19.54140965,77.17376601,0.1180664855,3,314.168
Madhya Pradesh,Rajgarh,Dengue,24,0,19,4,2018,23.87167135,76.7748902,0.005254636682,3,321
Kerala,Ernakulam,Dengue,37,0,10,4,2018,9.98408,76.2741457,0.2008377022,24,303.784
Maharashtra,Jalna,Dengue,18,1,2,4,2018,19.91883295,75.87085986,0.0000665,4,321.6033334
Maharashtra,Ahmednagar,Dengue,16,0,17,4,2018,19.1627725,74.8580243,0.02182854143,5,315.6866666
Kerala,Kasaragod,Dengue,11,1,12,5,2018,12.5035577,74.9907022,0.6504201472,32,301.4733334
Kerala,Cannanore (Kannur),Dengue,41,1,1,4,2018,11.8763836,75.3737973,0,23,303.932
Kerala,Thrissur,Dengue,9,0,13,4,2018,10.5256264,76.2132542,0.3101793397,32,303.52
Maharashtra,Osmanabad,Dengue,11,0,11,5,2018,18.16984395,76.11796321,0.002483980371,3,318.7933334
Andhra Pradesh,Krishna,Dengue,35,0,22,5,2018,16.21399145,81.02572814,0.007031868493,4,305.4966666
Kerala,Ernakulam,Dengue,39,0,23,5,2018,9.98408,76.2741457,0.8807866026,10,0
Kerala,Kannur,Dengue,32,0,30,4,2018,11.8763836,75.3737973,0,0,302.63
Kerala,Malappuram,Dengue,39,0,26,4,2018,11.10684475,76.1099551,1.045423093,25,305.12
Goa,North Goa,Dengue,43,0,5,6,2018,15.60444125,74.00172406,0.4681427335,21,304.455
Tamil Nadu,Dindigul,Dengue,17,0,8,6,2018,10.3303299,78.06739791,0.6313222635,12,310.72
Kerala,Kasaragod,Dengue,17,0,1,6,2018,12.5035577,74.9907022,3.28036651,0,300.3
Kerala,Pathanamthitta,Dengue,38,0,7,5,2018,9.2780841,76.9737443,0.9166189303,26,300.22
Maharashtra,Sangli,Dengue,14,0,19,5,2018,17.1726928,74.58676543,0.06999731627,7,312.956
Assam,Dibrugarh,Dengue,7,0,18,6,2018,27.4844597,94.9019447,1.015468781,0,292.42
Himachal Pradesh,Bilaspur,Dengue,23,0,20,6,2018,31.3380959,76.7611631,0.3000817268,23,294.5333334
Maharashtra,Kolhapur,Dengue,5,1,10,6,2018,16.7028412,74.2405329,1.523413764,0,309.11
Maharashtra,Sholapur,Dengue,7,1,19,5,2018,17.6912883,75.8841635,0.04581453271,4,314.572
Maharashtra,Palghar,Dengue,10,0,25,6,2018,19.684661,72.82491116,1.962859083,0,306.46
Maharashtra,Thane,Suspected Dengue,16,0,29,6,2018,19.1943294,72.9701779,1.468253736,12,299.9
Karnataka,Chikkamagaluru,Dengue,21,0,18,6,2018,13.5,75.5,0.2240430322,0,298.1666666
Maharashtra,Kolhapur,Dengue,69,0,13,6,2018,16.7028412,74.2405329,1.33649679,6,299.66
Maharashtra,Sangli,Dengue,10,1,25,6,2018,17.1726928,74.58676543,0.5813302829,0,310.46
Maharashtra,Satara,Dengue,26,0,8,6,2018,17.63612885,74.29827808,0.6279875973,5,307.2266666
Telangana,Suryapet,Dengue,14,0,8,7,2018,17.08001385,79.79253297,0.4034975547,4,0
Himachal Pradesh,Bilaspur,Dengue,341,0,20,6,2018,31.3380959,76.7611631,0.3000817268,23,294.5333334
Himachal Pradesh,Solan,Dengue,47,0,17,7,2018,30.92589585,77.08200509,0.7953601911,16,292.1533334
Goa,North Goa,Dengue,49,0,30,5,2018,15.60444125,74.00172406,0.2490229366,16,306.03
Maharashtra,Chandrapur,Dengue,35,0,10,7,2018,20.0967555,79.50454752,3.618563972,5,0
Maharashtra,Chandrapur,Dengue,77,0,15,5,2018,20.0967555,79.50454752,0.01662380146,6,318.176
Maharashtra,Sangli,Dengue,13,0,1,7,2018,17.1726928,74.58676543,0.1875941459,8,304.4
Nagaland,Dimapur,Dengue,8,0,10,7,2018,25.911744,93.721703,0.9255626119,27,300.3866666
Tamil Nadu,Pudukkottai,Dengue,73,0,27,7,2018,10.5,78.833333,0.04202111823,0,309.38
Goa,South Goa,Dengue,24,1,9,7,2018,15.21961365,74.1152813,2.323115148,0,0
Kerala,Kozhikode,Dengue,37,0,15,6,2018,11.2450558,75.7754716,2.122187999,0,0
West Bengal,Murshidabad,Dengue,241,0,14,7,2018,24.1745993,88.2721335,0.3702091536,10,300.0333334
West Bengal,Purulia,Dengue,16,0,31,7,2018,23.3291882,86.3672378,0.9024276265,3,0
Himachal Pradesh,Bilaspur,Dengue,339,0,6,7,2018,31.3380959,76.7611631,0.7324642694,28,295.38
Maharashtra,Kolhapur,Dengue,170,2,11,6,2018,16.7028412,74.2405329,1.483449569,6,307.16
West Bengal,Murshidabad,Dengue,344,0,3,8,2018,24.1745993,88.2721335,1.195786409,3,0
West Bengal,Murshidabad,Dengue,391,0,4,8,2018,24.1745993,88.2721335,1.107234671,0,0
Himachal Pradesh,Bilaspur,Dengue,416,0,2,8,2018,31.3380959,76.7611631,0.4080354645,30,297.175
Telangana,Karimnagar,Dengue,6,0,14,8,2018,18.4348122,79.1328042,0.5368763121,3,0
West Bengal,Paschim Medinipur,Dengue,497,0,21,8,2018,22.3599134,87.41331448,0.5344839437,0,300.84
West Bengal,Murshidabad,Dengue,532,0,6,8,2018,24.1745993,88.2721335,1.147983465,5,0
Himachal Pradesh,Bilaspur,Dengue,339,0,14,8,2018,31.3380959,76.7611631,1.259084377,24,296.045
Madhya Pradesh,Morena,Dengue,17,0,28,5,2018,26.166667,77.5,0.000133343362,3,318.7433334
Sikkim,East Sikkim,Dengue,42,0,21,1,2018,27.2799097,88.67466492,0.05691643846,10,286.2733334
West Bengal,Murshidabad,Dengue,651,0,23,8,2018,24.1745993,88.2721335,0.3636899329,5,303.72
Himachal Pradesh,Bilaspur,Dengue,680,0,10,8,2018,31.3380959,76.7611631,1.294812451,15,292.885
West Bengal,Purulia,Dengue,651,0,24,7,2018,23.3291882,86.3672378,0.5356093389,4,303.4
West Bengal,Paschim Medinipur,Dengue,1173,0,28,5,2018,22.3599134,87.41331448,0.3585401131,13,303.08
Maharashtra,Aurangabad,Dengue,4,1,2,9,2018,19.877263,75.3390241,0.1642335851,11,303.94
West Bengal,Nadia,Dengue,465,0,28,8,2018,23.48454125,88.55676307,0.3576269969,0,296.9
Maharashtra,Satara,Dengue,13,0,16,8,2018,17.63612885,74.29827808,0.201422166,4,301.86
Uttarakhand,Tehri,Dengue,21,1,5,9,2018,30.40260205,78.38835789,1.449797307,0,287.5066666
West Bengal,Nadia,Dengue,286,0,9,9,2018,23.48454125,88.55676307,0.563266366,10,300.48
